CompetitorName,ProductID,CompetitorPrice,DateChecked
Costco,P047,1318.75,2024-02-23 20:06:29.189189189
Target,P045,1285.77,2024-01-02 07:54:14.054054054
Walmart,P009,1769.81,2024-04-26 03:36:12.972972972
Target,P006,1570.47,2024-04-11 16:38:55.135135135
BestBuy,P004,568.18,2024-02-05 05:27:12.432432432
Costco,P015,1055.18,2024-01-27 10:05:24.324324324
Costco,P018,63.5,2024-03-12 18:48:38.918918919
Walmart,P029,1693.48,2024-05-30 01:09:11.351351350
Walmart,P031,1078.73,2024-01-20 10:35:40.540540540
Target,P010,1475.55,2024-05-18 17:58:11.891891892
Target,P050,954.93,2024-03-29 05:37:17.837837837
BestBuy,P028,806.3,2024-01-20 06:36:23.783783783
Walmart,P045,716.07,2024-03-15 22:34:57.297297297
Target,P037,1868.96,2024-01-04 07:45:35.135135135
Costco,P042,578.64,2024-02-26 15:54:14.054054054
Costco,P010,228.88,2024-04-18 12:09:22.162162162
Costco,P022,1050.39,2024-05-04 18:58:44.324324324
BestBuy,P041,1447.23,2024-04-28 03:27:34.054054054
Walmart,P001,805.23,2024-01-24 10:18:22.702702702
BestBuy,P031,1618.83,2024-01-30 09:52:25.945945946
BestBuy,P015,591.17,2024-03-25 17:52:25.945945945
Costco,P040,1826.27,2024-02-23 04:09:22.162162162
BestBuy,P015,1776.45,2024-01-25 10:14:03.243243243
Target,P021,1030.26,2024-02-04 05:31:31.891891891
Costco,P008,70.93,2024-05-16 22:06:07.567567566
Costco,P048,485.8,2024-01-31 05:48:49.729729729
BestBuy,P023,958.67,2024-01-05 19:39:05.945945945
BestBuy,P009,804.25,2024-05-18 13:58:55.135135134
Target,P034,1401.88,2024-01-15 06:58:01.081081081
Costco,P048,1040.13,2024-05-29 09:12:04.324324324
Target,P042,1159.97,2024-03-07 07:12:25.945945946
BestBuy,P024,178.14,2024-02-20 16:20:10.810810810
BestBuy,P027,1669.63,2024-04-13 20:29:32.972972972
Costco,P044,638.99,2024-01-27 22:03:14.594594594
Target,P023,876.17,2024-04-08 12:52:36.756756756
Costco,P030,1668.36,2024-02-15 12:42:31.351351351
BestBuy,P026,97.94,2024-02-13 00:53:20.000000000
