TransactionID,CustomerID,ProductID,TransactionDate,Quantity,Price,Discount,TotalAmount
T00659,C186,P029,2024-04-19 08:05:45.945945946,3,1061.71,0.08,2930.32
T00660,C047,P024,2024-04-19 12:05:02.702702702,5,888.47,0.08,4086.96
T00661,C112,P047,2024-04-19 16:04:19.459459458,4,379.81,0.16,1276.16
T00662,C119,P032,2024-04-19 20:03:36.216216216,2,153.05,0.25,229.58
T00663,C142,P036,2024-04-20 00:02:52.972972972,1,1361.73,0.05,1293.64
T00664,C169,P021,2024-04-20 04:02:09.729729730,1,860.29,0.2,688.23
T00665,C189,P044,2024-04-20 08:01:26.486486486,3,263.1,0.27,576.19
T00666,C025,P015,2024-04-20 12:00:43.243243242,5,342.45,0.12,1506.78
T00667,C092,P039,2024-04-20 16:00:00.000000000,2,349.56,0.13,608.23
T00668,C152,P007,2024-04-20 19:59:16.756756756,4,1743.29,0.04,6694.23
T00669,C056,P048,2024-04-20 23:58:33.513513512,5,1684.29,0.0,8421.45
T00670,C147,P044,2024-04-21 03:57:50.270270270,4,1980.07,0.09,7207.45
T00671,C099,P016,2024-04-21 07:57:07.027027026,1,189.51,0.27,138.34
T00672,C075,P015,2024-04-21 11:56:23.783783784,4,1485.57,0.16,4991.52
T00673,C167,P043,2024-04-21 15:55:40.540540540,2,1326.33,0.26,1962.97
T00674,C148,P014,2024-04-21 19:54:57.297297296,1,1878.98,0.3,1315.29
T00675,C125,P022,2024-04-21 23:54:14.054054054,2,1835.93,0.11,3267.96
T00676,C030,P050,2024-04-22 03:53:30.810810810,2,1708.54,0.1,3075.37
T00677,C076,P012,2024-04-22 07:52:47.567567566,2,1482.22,0.14,2549.42
T00678,C041,P044,2024-04-22 11:52:04.324324324,3,1904.06,0.02,5597.94
T00679,C052,P020,2024-04-22 15:51:21.081081080,4,1428.93,0.26,4229.63
T00680,C019,P024,2024-04-22 19:50:37.837837838,1,529.94,0.11,471.65
T00681,C104,P016,2024-04-22 23:49:54.594594594,1,1840.83,0.21,1454.26
T00682,C004,P045,2024-04-23 03:49:11.351351350,5,1818.24,0.09,8272.99
T00683,C135,P039,2024-04-23 07:48:28.108108108,5,1597.75,0.01,7908.86
T00684,C114,P014,2024-04-23 11:47:44.864864864,5,1857.42,0.08,8544.13
T00685,C041,P012,2024-04-23 15:47:01.621621622,2,1476.91,0.01,2924.28
T00686,C188,P026,2024-04-23 19:46:18.378378378,4,1712.91,0.04,6577.57
T00687,C042,P013,2024-04-23 23:45:35.135135134,2,50.64,0.06,95.2
T00688,C128,P002,2024-04-24 03:44:51.891891892,5,531.93,0.06,2500.07
T00689,C174,P016,2024-04-24 07:44:08.648648648,5,443.41,0.21,1751.47
T00690,C171,P005,2024-04-24 11:43:25.405405404,2,1435.78,0.19,2325.96
T00691,C157,P049,2024-04-24 15:42:42.162162162,2,498.52,0.17,827.54
T00692,C031,P028,2024-04-24 19:41:58.918918918,4,564.0,0.14,1940.16
T00693,C169,P010,2024-04-24 23:41:15.675675676,3,705.8,0.16,1778.62
T00694,C009,P043,2024-04-25 03:40:32.432432432,3,1567.77,0.05,4468.14
T00695,C069,P037,2024-04-25 07:39:49.189189188,1,503.09,0.27,367.26
T00696,C029,P007,2024-04-25 11:39:05.945945946,1,1413.71,0.08,1300.61
T00697,C087,P016,2024-04-25 15:38:22.702702702,3,291.84,0.05,831.74
T00698,C002,P013,2024-04-25 19:37:39.459459458,3,1496.84,0.3,3143.36
T00699,C121,P014,2024-04-25 23:36:56.216216216,5,1025.24,0.14,4408.53
T00700,C058,P012,2024-04-26 03:36:12.972972972,4,1657.95,0.1,5968.62
T00701,C026,P046,2024-04-26 07:35:29.729729730,3,1169.47,0.06,3297.91
T00702,C163,P004,2024-04-26 11:34:46.486486486,1,1958.04,0.13,1703.49
T00703,C168,P029,2024-04-26 15:34:03.243243242,3,660.59,0.11,1763.78
T00704,C111,P035,2024-04-26 19:33:20.000000000,3,1978.54,0.18,4867.21
T00705,C038,P035,2024-04-26 23:32:36.756756756,1,1421.86,0.12,1251.24
T00706,C017,P002,2024-04-27 03:31:53.513513512,5,688.24,0.01,3406.79
T00707,C122,P048,2024-04-27 07:31:10.270270270,2,976.66,0.15,1660.32
T00708,C019,P031,2024-04-27 11:30:27.027027026,3,1170.04,0.25,2632.59
T00709,C029,P011,2024-04-27 15:29:43.783783784,1,1530.83,0.08,1408.36
T00710,C098,P020,2024-04-27 19:29:00.540540540,3,1478.31,0.02,4346.23
T00711,C029,P037,2024-04-27 23:28:17.297297296,4,1420.49,0.08,5227.4
T00712,C090,P026,2024-04-28 03:27:34.054054054,3,1155.22,0.06,3257.72
T00713,C180,P018,2024-04-28 07:26:50.810810810,1,1801.75,0.07,1675.63
T00714,C138,P042,2024-04-28 11:26:07.567567566,4,259.38,0.25,778.14
T00715,C043,P006,2024-04-28 15:25:24.324324324,1,693.17,0.01,686.24
T00716,C089,P013,2024-04-28 19:24:41.081081080,4,960.17,0.21,3034.14
T00717,C113,P041,2024-04-28 23:23:57.837837838,3,1172.62,0.05,3341.97
T00718,C052,P025,2024-04-29 03:23:14.594594594,4,1963.14,0.07,7302.88
T00719,C133,P027,2024-04-29 07:22:31.351351350,5,1969.59,0.26,7287.48
T00720,C182,P024,2024-04-29 11:21:48.108108108,3,1303.47,0.18,3206.54
T00721,C052,P046,2024-04-29 15:21:04.864864864,4,730.54,0.17,2425.39
T00722,C127,P029,2024-04-29 19:20:21.621621620,5,974.22,0.16,4091.72
T00723,C191,P014,2024-04-29 23:19:38.378378378,5,915.99,0.26,3389.16
T00724,C170,P004,2024-04-30 03:18:55.135135134,5,1670.71,0.04,8019.41
T00725,C109,P019,2024-04-30 07:18:11.891891892,3,285.64,0.24,651.26
T00726,C062,P009,2024-04-30 11:17:28.648648648,2,200.65,0.08,369.2
T00727,C049,P025,2024-04-30 15:16:45.405405404,4,861.86,0.2,2757.95
T00728,C156,P012,2024-04-30 19:16:02.162162162,4,1653.2,0.04,6348.29
T00729,C129,P006,2024-04-30 23:15:18.918918918,5,1433.23,0.27,5231.29
T00730,C139,P007,2024-05-01 03:14:35.675675676,5,1365.36,0.2,5461.44
T00731,C086,P020,2024-05-01 07:13:52.432432432,3,1037.87,0.09,2833.39
T00732,C066,P004,2024-05-01 11:13:09.189189188,2,1008.38,0.19,1633.58
T00733,C150,P012,2024-05-01 15:12:25.945945946,4,377.67,0.21,1193.44
T00734,C197,P010,2024-05-01 19:11:42.702702702,1,511.77,0.08,470.83
T00735,C062,P049,2024-05-01 23:10:59.459459458,1,704.51,0.09,641.1
T00736,C080,P043,2024-05-02 03:10:16.216216216,2,92.48,0.25,138.72
T00737,C044,P031,2024-05-02 07:09:32.972972972,1,1907.25,0.13,1659.31
T00738,C085,P027,2024-05-02 11:08:49.729729730,4,591.61,0.19,1916.82
T00739,C086,P021,2024-05-02 15:08:06.486486486,3,202.89,0.14,523.46
T00740,C146,P048,2024-05-02 19:07:23.243243242,2,716.21,0.22,1117.29
T00741,C038,P001,2024-05-02 23:06:40.000000000,3,860.76,0.18,2117.47
T00742,C188,P027,2024-05-03 03:05:56.756756756,2,1874.77,0.26,2774.66
T00743,C073,P015,2024-05-03 07:05:13.513513512,2,1929.57,0.08,3550.41
T00744,C173,P004,2024-05-03 11:04:30.270270270,5,1313.9,0.23,5058.52
T00745,C132,P027,2024-05-03 15:03:47.027027026,4,341.24,0.29,969.12
T00746,C151,P013,2024-05-03 19:03:03.783783784,5,872.14,0.09,3968.24
T00747,C110,P025,2024-05-03 23:02:20.540540540,1,1115.8,0.03,1082.33
T00748,C052,P029,2024-05-04 03:01:37.297297296,3,1282.22,0.15,3269.66
T00749,C191,P037,2024-05-04 07:00:54.054054054,4,1610.73,0.28,4638.9
T00750,C070,P039,2024-05-04 11:00:10.810810810,5,596.14,0.18,2444.17
T00751,C149,P024,2024-05-04 14:59:27.567567566,5,425.1,0.05,2019.22
T00752,C058,P049,2024-05-04 18:58:44.324324324,3,1125.7,0.16,2836.76
T00753,C141,P024,2024-05-04 22:58:01.081081080,3,1076.61,0.0,3229.83
T00754,C129,P021,2024-05-05 02:57:17.837837838,3,475.48,0.06,1340.85
T00755,C093,P012,2024-05-05 06:56:34.594594594,4,950.77,0.14,3270.65
T00756,C115,P002,2024-05-05 10:55:51.351351350,5,1541.2,0.28,5548.32
T00757,C111,P030,2024-05-05 14:55:08.108108108,5,582.46,0.03,2824.93
T00758,C024,P015,2024-05-05 18:54:24.864864864,5,1556.23,0.01,7703.34
T00759,C080,P016,2024-05-05 22:53:41.621621620,4,1097.84,0.07,4083.96
T00760,C167,P041,2024-05-06 02:52:58.378378378,2,142.98,0.11,254.5
T00761,C017,P015,2024-05-06 06:52:15.135135134,3,570.19,0.29,1214.5
T00762,C065,P021,2024-05-06 10:51:31.891891892,4,1866.74,0.21,5898.9
T00763,C115,P033,2024-05-06 14:50:48.648648648,3,410.17,0.14,1058.24
T00764,C009,P030,2024-05-06 18:50:05.405405404,3,1993.03,0.14,5142.02
T00765,C188,P016,2024-05-06 22:49:22.162162162,1,759.56,0.03,736.77
T00766,C144,P049,2024-05-07 02:48:38.918918918,5,724.1,0.2,2896.4
T00767,C068,P006,2024-05-07 06:47:55.675675674,4,520.25,0.06,1956.14
T00768,C097,P016,2024-05-07 10:47:12.432432432,1,318.88,0.2,255.1
T00769,C182,P036,2024-05-07 14:46:29.189189188,2,1152.63,0.28,1659.79
T00770,C173,P042,2024-05-07 18:45:45.945945946,3,234.66,0.23,542.06
T00771,C188,P034,2024-05-07 22:45:02.702702702,3,533.83,0.14,1377.28
T00772,C094,P016,2024-05-08 02:44:19.459459458,4,1366.46,0.13,4755.28
T00773,C178,P049,2024-05-08 06:43:36.216216216,1,1156.72,0.0,1156.72
T00774,C129,P024,2024-05-08 10:42:52.972972972,3,322.79,0.19,784.38
T00775,C002,P014,2024-05-08 14:42:09.729729730,5,1600.69,0.27,5842.52
T00776,C149,P032,2024-05-08 18:41:26.486486486,1,102.32,0.06,96.18
T00777,C120,P036,2024-05-08 22:40:43.243243242,2,1972.11,0.2,3155.38
T00778,C038,P036,2024-05-09 02:40:00.000000000,1,561.83,0.11,500.03
T00779,C024,P036,2024-05-09 06:39:16.756756756,5,1405.43,0.28,5059.55
T00780,C115,P026,2024-05-09 10:38:33.513513512,1,281.81,0.25,211.36
T00781,C051,P003,2024-05-09 14:37:50.270270270,4,1459.9,0.03,5664.41
T00782,C200,P038,2024-05-09 18:37:07.027027026,5,1771.34,0.24,6731.09
T00783,C125,P004,2024-05-09 22:36:23.783783784,1,1070.11,0.03,1038.01
T00784,C154,P024,2024-05-10 02:35:40.540540540,2,1304.73,0.08,2400.7
T00785,C171,P043,2024-05-10 06:34:57.297297296,3,621.07,0.16,1565.1
T00786,C012,P041,2024-05-10 10:34:14.054054054,2,243.99,0.09,444.06
T00787,C031,P001,2024-05-10 14:33:30.810810810,5,892.54,0.26,3302.4
T00788,C176,P038,2024-05-10 18:32:47.567567566,3,1141.34,0.01,3389.78
T00789,C198,P048,2024-05-10 22:32:04.324324324,3,1094.2,0.24,2494.78
T00790,C199,P038,2024-05-11 02:31:21.081081080,1,1096.37,0.29,778.42
T00791,C053,P016,2024-05-11 06:30:37.837837838,1,518.7,0.28,373.46
T00792,C022,P013,2024-05-11 10:29:54.594594594,2,221.68,0.14,381.29
T00793,C190,P008,2024-05-11 14:29:11.351351350,5,1445.67,0.03,7011.5
T00794,C155,P039,2024-05-11 18:28:28.108108108,2,659.61,0.18,1081.76
T00795,C091,P018,2024-05-11 22:27:44.864864864,3,143.92,0.07,401.54
T00796,C004,P032,2024-05-12 02:27:01.621621620,3,1867.13,0.11,4985.24
T00797,C037,P029,2024-05-12 06:26:18.378378378,2,326.15,0.21,515.32
T00798,C073,P017,2024-05-12 10:25:35.135135134,1,511.42,0.19,414.25
T00799,C068,P013,2024-05-12 14:24:51.891891892,5,366.65,0.04,1759.92
T00800,C055,P043,2024-05-12 18:24:08.648648648,3,1929.06,0.09,5266.33
T00801,C164,P009,2024-05-12 22:23:25.405405404,1,910.04,0.01,900.94
T00802,C066,P006,2024-05-13 02:22:42.162162162,2,766.51,0.0,1533.02
T00803,C090,P019,2024-05-13 06:21:58.918918918,1,548.25,0.27,400.22
T00804,C134,P014,2024-05-13 10:21:15.675675674,5,1514.57,0.07,7042.75
T00805,C190,P009,2024-05-13 14:20:32.432432432,1,54.94,0.28,39.56
T00806,C181,P038,2024-05-13 18:19:49.189189188,4,1134.15,0.18,3720.01
T00807,C198,P001,2024-05-13 22:19:05.945945946,3,480.45,0.19,1167.49
T00808,C058,P010,2024-05-14 02:18:22.702702702,4,96.41,0.29,273.8
T00809,C120,P049,2024-05-14 06:17:39.459459458,2,1464.92,0.27,2138.78
T00810,C021,P028,2024-05-14 10:16:56.216216216,1,1989.86,0.01,1969.96
T00811,C194,P016,2024-05-14 14:16:12.972972972,3,1739.94,0.24,3967.06
T00812,C100,P035,2024-05-14 18:15:29.729729730,4,1531.4,0.26,4532.94
T00813,C017,P037,2024-05-14 22:14:46.486486486,1,1055.25,0.15,896.96
T00814,C053,P040,2024-05-15 02:14:03.243243242,4,722.13,0.1,2599.67
T00815,C129,P004,2024-05-15 06:13:20.000000000,1,213.6,0.1,192.24
T00816,C159,P047,2024-05-15 10:12:36.756756756,5,1151.22,0.09,5238.05
T00817,C146,P018,2024-05-15 14:11:53.513513512,5,1797.52,0.2,7190.08
T00818,C182,P037,2024-05-15 18:11:10.270270270,2,416.83,0.29,591.9
T00819,C126,P006,2024-05-15 22:10:27.027027026,1,1841.98,0.27,1344.65
T00820,C050,P003,2024-05-16 02:09:43.783783784,2,691.29,0.3,967.81
T00821,C129,P017,2024-05-16 06:09:00.540540540,1,765.45,0.09,696.56
T00822,C187,P032,2024-05-16 10:08:17.297297296,4,1750.92,0.28,5042.65
T00823,C033,P031,2024-05-16 14:07:34.054054054,2,1754.91,0.08,3229.03
T00824,C066,P044,2024-05-16 18:06:50.810810810,3,1952.35,0.3,4099.93
T00825,C120,P014,2024-05-16 22:06:07.567567566,5,181.52,0.02,889.45
T00826,C084,P048,2024-05-17 02:05:24.324324324,2,120.27,0.26,178.0
T00827,C187,P039,2024-05-17 06:04:41.081081080,5,226.15,0.15,961.14
T00828,C039,P029,2024-05-17 10:03:57.837837838,4,1613.62,0.01,6389.94
T00829,C069,P033,2024-05-17 14:03:14.594594594,4,1712.12,0.26,5067.88
T00830,C011,P018,2024-05-17 18:02:31.351351350,2,511.24,0.22,797.53
T00831,C054,P018,2024-05-17 22:01:48.108108108,4,104.62,0.09,380.82
T00832,C054,P029,2024-05-18 02:01:04.864864864,1,1606.57,0.02,1574.44
T00833,C197,P030,2024-05-18 06:00:21.621621620,3,1892.5,0.14,4882.65
T00834,C106,P046,2024-05-18 09:59:38.378378378,4,855.08,0.13,2975.68
T00835,C125,P023,2024-05-18 13:58:55.135135134,2,676.37,0.22,1055.14
T00836,C148,P035,2024-05-18 17:58:11.891891892,2,259.09,0.18,424.91
T00837,C200,P002,2024-05-18 21:57:28.648648648,3,644.63,0.06,1817.86
T00838,C135,P026,2024-05-19 01:56:45.405405404,2,60.5,0.1,108.9
T00839,C075,P029,2024-05-19 05:56:02.162162162,1,355.17,0.04,340.96
T00840,C099,P041,2024-05-19 09:55:18.918918918,5,640.81,0.17,2659.36
T00841,C060,P050,2024-05-19 13:54:35.675675674,3,665.33,0.07,1856.27
T00842,C057,P033,2024-05-19 17:53:52.432432432,3,1386.79,0.14,3577.92
T00843,C114,P004,2024-05-19 21:53:09.189189188,3,1826.1,0.2,4382.64
T00844,C057,P018,2024-05-20 01:52:25.945945946,1,623.97,0.05,592.77
T00845,C035,P006,2024-05-20 05:51:42.702702702,4,648.71,0.25,1946.13
T00846,C037,P039,2024-05-20 09:50:59.459459458,3,1229.89,0.16,3099.32
T00847,C188,P049,2024-05-20 13:50:16.216216216,4,1267.15,0.06,4764.48
T00848,C132,P033,2024-05-20 17:49:32.972972972,2,1326.84,0.02,2600.61
T00849,C055,P037,2024-05-20 21:48:49.729729728,4,1183.31,0.08,4354.58
T00850,C104,P019,2024-05-21 01:48:06.486486486,4,303.1,0.03,1176.03
T00851,C161,P039,2024-05-21 05:47:23.243243242,2,67.75,0.28,97.56
T00852,C145,P015,2024-05-21 09:46:40.000000000,2,1401.72,0.01,2775.41
T00853,C110,P009,2024-05-21 13:45:56.756756756,5,1494.79,0.25,5605.46
T00854,C004,P023,2024-05-21 17:45:13.513513512,5,1491.44,0.16,6264.05
T00855,C137,P042,2024-05-21 21:44:30.270270270,4,1045.47,0.19,3387.32
T00856,C018,P032,2024-05-22 01:43:47.027027026,1,1749.56,0.3,1224.69
T00857,C092,P016,2024-05-22 05:43:03.783783784,3,1435.29,0.16,3616.93
T00858,C131,P035,2024-05-22 09:42:20.540540540,3,439.7,0.19,1068.47
T00859,C025,P041,2024-05-22 13:41:37.297297296,5,1955.77,0.14,8409.81
T00860,C134,P004,2024-05-22 17:40:54.054054054,5,958.98,0.14,4123.61
T00861,C101,P006,2024-05-22 21:40:10.810810810,5,646.91,0.02,3169.86
T00862,C032,P011,2024-05-23 01:39:27.567567566,5,107.47,0.06,505.11
T00863,C123,P011,2024-05-23 05:38:44.324324324,1,286.03,0.0,286.03
T00864,C178,P003,2024-05-23 09:38:01.081081080,4,1679.07,0.06,6313.3
T00865,C171,P018,2024-05-23 13:37:17.837837838,4,1827.21,0.16,6139.43
T00866,C035,P022,2024-05-23 17:36:34.594594594,2,1294.41,0.22,2019.28
T00867,C181,P040,2024-05-23 21:35:51.351351350,4,352.02,0.08,1295.43
T00868,C156,P035,2024-05-24 01:35:08.108108108,2,1474.58,0.05,2801.7
T00869,C146,P027,2024-05-24 05:34:24.864864864,1,1547.38,0.27,1129.59
T00870,C036,P003,2024-05-24 09:33:41.621621620,4,1539.44,0.16,5172.52
T00871,C082,P006,2024-05-24 13:32:58.378378378,2,1231.48,0.28,1773.33
T00872,C028,P037,2024-05-24 17:32:15.135135134,3,1715.69,0.09,4683.83
T00873,C194,P006,2024-05-24 21:31:31.891891892,3,905.21,0.01,2688.47
T00874,C111,P041,2024-05-25 01:30:48.648648648,4,1010.02,0.13,3514.87
T00875,C064,P017,2024-05-25 05:30:05.405405404,2,1922.05,0.26,2844.63
T00876,C158,P050,2024-05-25 09:29:22.162162162,1,1192.04,0.24,905.95
T00877,C088,P005,2024-05-25 13:28:38.918918918,2,342.62,0.06,644.13
T00878,C095,P039,2024-05-25 17:27:55.675675674,3,733.33,0.1,1979.99
T00879,C088,P020,2024-05-25 21:27:12.432432432,1,231.09,0.07,214.91
T00880,C189,P016,2024-05-26 01:26:29.189189188,1,1375.1,0.07,1278.84
T00881,C175,P044,2024-05-26 05:25:45.945945946,2,1160.38,0.14,1995.85
T00882,C192,P034,2024-05-26 09:25:02.702702702,3,660.05,0.04,1900.94
T00883,C040,P011,2024-05-26 13:24:19.459459458,4,1686.55,0.21,5329.5
T00884,C088,P027,2024-05-26 17:23:36.216216216,3,471.26,0.28,1017.92
T00885,C010,P022,2024-05-26 21:22:52.972972972,1,1617.2,0.05,1536.34
T00886,C033,P005,2024-05-27 01:22:09.729729728,5,691.36,0.26,2558.03
T00887,C025,P031,2024-05-27 05:21:26.486486486,3,76.22,0.0,228.66
T00888,C190,P050,2024-05-27 09:20:43.243243242,2,1460.46,0.18,2395.15
T00889,C077,P002,2024-05-27 13:20:00.000000000,2,1287.9,0.27,1880.33
T00890,C131,P045,2024-05-27 17:19:16.756756756,1,522.2,0.15,443.87
T00891,C124,P015,2024-05-27 21:18:33.513513512,2,442.53,0.14,761.15
T00892,C174,P045,2024-05-28 01:17:50.270270270,2,1355.48,0.03,2629.63
T00893,C164,P006,2024-05-28 05:17:07.027027026,4,117.63,0.29,334.07
T00894,C163,P026,2024-05-28 09:16:23.783783782,5,1650.2,0.28,5940.72
T00895,C081,P015,2024-05-28 13:15:40.540540540,2,1868.43,0.08,3437.91
T00896,C101,P040,2024-05-28 17:14:57.297297296,2,589.27,0.19,954.62
T00897,C031,P024,2024-05-28 21:14:14.054054054,4,1669.97,0.1,6011.89
T00898,C129,P049,2024-05-29 01:13:30.810810810,4,347.28,0.19,1125.19
T00899,C106,P038,2024-05-29 05:12:47.567567566,2,1292.33,0.11,2300.35
T00900,C119,P036,2024-05-29 09:12:04.324324324,3,1173.14,0.17,2921.12
T00901,C150,P025,2024-05-29 13:11:21.081081080,4,67.15,0.07,249.8
T00902,C055,P013,2024-05-29 17:10:37.837837838,1,681.15,0.02,667.53
T00903,C069,P030,2024-05-29 21:09:54.594594594,4,602.68,0.1,2169.65
T00904,C128,P038,2024-05-30 01:09:11.351351350,3,1636.3,0.2,3927.12
T00905,C074,P024,2024-05-30 05:08:28.108108108,2,145.96,0.05,277.32
T00906,C021,P013,2024-05-30 09:07:44.864864864,3,1888.01,0.22,4417.94
T00907,C020,P038,2024-05-30 13:07:01.621621620,2,669.26,0.09,1218.05
T00908,C051,P027,2024-05-30 17:06:18.378378378,5,532.63,0.03,2583.26
T00909,C030,P003,2024-05-30 21:05:35.135135134,1,177.07,0.23,136.34
T00910,C027,P013,2024-05-31 01:04:51.891891892,4,1268.26,0.05,4819.39
T00911,C113,P045,2024-05-31 05:04:08.648648648,5,106.52,0.19,431.41
T00912,C117,P006,2024-05-31 09:03:25.405405404,5,1632.75,0.27,5959.54
T00913,C176,P048,2024-05-31 13:02:42.162162162,2,1174.15,0.27,1714.26
T00914,C010,P022,2024-05-31 17:01:58.918918918,2,1345.26,0.21,2125.51
T00915,C048,P011,2024-05-31 21:01:15.675675674,1,1130.43,0.03,1096.52
T00916,C157,P016,2024-06-01 01:00:32.432432432,1,699.08,0.3,489.36
T00917,C123,P032,2024-06-01 04:59:49.189189188,2,1165.78,0.18,1911.88
T00918,C046,P008,2024-06-01 08:59:05.945945946,1,100.78,0.26,74.58
T00919,C147,P044,2024-06-01 12:58:22.702702702,1,825.5,0.11,734.7
T00920,C094,P009,2024-06-01 16:57:39.459459458,5,644.32,0.09,2931.66
T00921,C074,P038,2024-06-01 20:56:56.216216216,1,995.0,0.2,796.0
T00922,C090,P035,2024-06-02 00:56:12.972972972,3,1523.07,0.04,4386.44
T00923,C091,P045,2024-06-02 04:55:29.729729728,4,499.65,0.13,1738.78
T00924,C044,P015,2024-06-02 08:54:46.486486486,2,876.2,0.02,1717.35
T00925,C032,P014,2024-06-02 12:54:03.243243242,3,311.1,0.27,681.31
T00926,C146,P014,2024-06-02 16:53:20.000000000,1,510.76,0.25,383.07
T00927,C020,P038,2024-06-02 20:52:36.756756756,3,1316.77,0.01,3910.81
T00928,C090,P035,2024-06-03 00:51:53.513513512,4,1426.38,0.23,4393.25
T00929,C171,P038,2024-06-03 04:51:10.270270270,3,490.1,0.27,1073.32
T00930,C169,P024,2024-06-03 08:50:27.027027026,4,1558.26,0.06,5859.06
T00931,C100,P020,2024-06-03 12:49:43.783783782,1,1491.93,0.26,1104.03
T00932,C153,P010,2024-06-03 16:49:00.540540540,1,864.01,0.07,803.53
T00933,C015,P046,2024-06-03 20:48:17.297297296,5,528.7,0.19,2141.24
T00934,C005,P008,2024-06-04 00:47:34.054054054,2,794.99,0.04,1526.38
T00935,C035,P045,2024-06-04 04:46:50.810810810,2,1792.6,0.14,3083.27
T00936,C124,P028,2024-06-04 08:46:07.567567566,4,556.67,0.1,2004.01
T00937,C173,P029,2024-06-04 12:45:24.324324324,1,1335.7,0.0,1335.7
T00938,C010,P046,2024-06-04 16:44:41.081081080,4,1231.41,0.18,4039.02
T00939,C071,P022,2024-06-04 20:43:57.837837836,5,1449.85,0.24,5509.43
T00940,C004,P021,2024-06-05 00:43:14.594594594,3,196.84,0.0,590.52
T00941,C065,P050,2024-06-05 04:42:31.351351350,5,1854.65,0.22,7233.14
T00942,C010,P047,2024-06-05 08:41:48.108108108,1,1318.39,0.04,1265.65
T00943,C151,P041,2024-06-05 12:41:04.864864864,2,59.46,0.22,92.76
T00944,C125,P011,2024-06-05 16:40:21.621621620,4,602.52,0.18,1976.27
T00945,C022,P013,2024-06-05 20:39:38.378378378,3,832.09,0.09,2271.61
T00946,C152,P037,2024-06-06 00:38:55.135135134,4,806.48,0.2,2580.74
T00947,C027,P029,2024-06-06 04:38:11.891891892,2,412.71,0.02,808.91
T00948,C104,P037,2024-06-06 08:37:28.648648648,2,1511.46,0.07,2811.32
T00949,C163,P037,2024-06-06 12:36:45.405405404,4,240.69,0.26,712.44
T00950,C112,P040,2024-06-06 16:36:02.162162162,1,1385.31,0.06,1302.19
T00951,C135,P044,2024-06-06 20:35:18.918918918,1,1925.05,0.24,1463.04
T00952,C119,P030,2024-06-07 00:34:35.675675674,4,606.51,0.03,2353.26
T00953,C109,P028,2024-06-07 04:33:52.432432432,2,1090.92,0.13,1898.2
T00954,C054,P032,2024-06-07 08:33:09.189189188,1,763.28,0.14,656.42
T00955,C083,P019,2024-06-07 12:32:25.945945946,5,1835.21,0.08,8441.97
T00956,C008,P004,2024-06-07 16:31:42.702702702,3,196.58,0.2,471.79
T00957,C014,P014,2024-06-07 20:30:59.459459458,2,533.29,0.04,1023.92
T00958,C067,P019,2024-06-08 00:30:16.216216216,5,1745.79,0.3,6110.27
T00959,C076,P015,2024-06-08 04:29:32.972972972,1,885.62,0.18,726.21
T00960,C139,P008,2024-06-08 08:28:49.729729728,4,1373.28,0.17,4559.29
T00961,C193,P025,2024-06-08 12:28:06.486486486,3,79.96,0.04,230.28
T00962,C109,P006,2024-06-08 16:27:23.243243242,3,594.17,0.24,1354.71
T00963,C121,P017,2024-06-08 20:26:40.000000000,1,1878.07,0.29,1333.43
T00964,C063,P028,2024-06-09 00:25:56.756756756,5,1145.08,0.27,4179.54
T00965,C162,P024,2024-06-09 04:25:13.513513512,2,633.02,0.03,1228.06
T00966,C003,P026,2024-06-09 08:24:30.270270270,2,441.25,0.02,864.85
T00967,C137,P002,2024-06-09 12:23:47.027027026,3,1802.45,0.09,4920.69
T00968,C069,P040,2024-06-09 16:23:03.783783782,3,1613.81,0.18,3969.97
T00969,C009,P002,2024-06-09 20:22:20.540540540,4,901.23,0.16,3028.13
T00970,C023,P017,2024-06-10 00:21:37.297297296,3,163.69,0.02,481.25
T00971,C183,P022,2024-06-10 04:20:54.054054054,1,69.56,0.16,58.43
T00972,C114,P021,2024-06-10 08:20:10.810810810,3,610.13,0.2,1464.31
T00973,C110,P042,2024-06-10 12:19:27.567567566,4,532.34,0.27,1554.43
T00974,C019,P003,2024-06-10 16:18:44.324324324,2,142.32,0.16,239.1
T00975,C050,P039,2024-06-10 20:18:01.081081080,5,600.04,0.01,2970.2
T00976,C069,P025,2024-06-11 00:17:17.837837836,2,1385.51,0.07,2577.05
T00977,C045,P044,2024-06-11 04:16:34.594594594,1,829.35,0.02,812.76
T00978,C166,P048,2024-06-11 08:15:51.351351350,1,1581.93,0.01,1566.11
T00979,C019,P044,2024-06-11 12:15:08.108108108,5,1072.33,0.04,5147.18
T00980,C194,P021,2024-06-11 16:14:24.864864864,3,1782.53,0.05,5080.21
T00981,C095,P022,2024-06-11 20:13:41.621621620,3,537.69,0.02,1580.81
T00982,C192,P027,2024-06-12 00:12:58.378378378,2,617.78,0.27,901.96
T00983,C007,P023,2024-06-12 04:12:15.135135134,4,1947.17,0.0,7788.68
T00984,C167,P007,2024-06-12 08:11:31.891891892,5,641.69,0.08,2951.77
T00985,C103,P030,2024-06-12 12:10:48.648648648,4,1907.71,0.21,6028.36
T00986,C162,P032,2024-06-12 16:10:05.405405404,1,1827.62,0.07,1699.69
T00987,C025,P026,2024-06-12 20:09:22.162162162,5,1906.59,0.25,7149.71
T00988,C149,P036,2024-06-13 00:08:38.918918918,2,1739.01,0.27,2538.95
